0 OPEN 
4864 Z3QUERY c97d4d31e2f93439f95875a17cfa54d3
4872 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
4877 SRULE b00d89a63ee7918d6dfd602651f2f925_c8e80b6d42c1a1b111d913432e1cd822_4fbf1f3b7709cda79768f7c0d2235d77_177535901ee1c3e4a144da7c89b6ce97_4fbf1f3b7709cda79768f7c0d2235d77
4881 NODE 177535901ee1c3e4a144da7c89b6ce97_4fbf1f3b7709cda79768f7c0d2235d77
4883 RULEATTEMPT aea43788dc30a72a107063f7d4fcda7c_177535901ee1c3e4a144da7c89b6ce97_4fbf1f3b7709cda79768f7c0d2235d77
4886 RULEATTEMPT aea43788dc30a72a107063f7d4fcda7c_177535901ee1c3e4a144da7c89b6ce97_4fbf1f3b7709cda79768f7c0d2235d77
4891 RULE aea43788dc30a72a107063f7d4fcda7c_177535901ee1c3e4a144da7c89b6ce97_4fbf1f3b7709cda79768f7c0d2235d77_16459893da48fcecc27f8e4696d9801d_4fbf1f3b7709cda79768f7c0d2235d77
4895 NODE 16459893da48fcecc27f8e4696d9801d_4fbf1f3b7709cda79768f7c0d2235d77
4897 RULEATTEMPT 2d36142d44bcb7a4a969cf89fe304df5_16459893da48fcecc27f8e4696d9801d_4fbf1f3b7709cda79768f7c0d2235d77
4900 RULEATTEMPT 2d36142d44bcb7a4a969cf89fe304df5_16459893da48fcecc27f8e4696d9801d_4fbf1f3b7709cda79768f7c0d2235d77
4906 RULE 2d36142d44bcb7a4a969cf89fe304df5_16459893da48fcecc27f8e4696d9801d_4fbf1f3b7709cda79768f7c0d2235d77_bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77
4909 NODE bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77
4912 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77
4915 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77
4917 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77
4922 RULE d70c29635e7b8c5d8f8eb28e12504afe_bc004c3ef9df2ddab31c89abcb4ec74b_4fbf1f3b7709cda79768f7c0d2235d77_34c8da0d58fe32556b1c3c44637284c_4fbf1f3b7709cda79768f7c0d2235d77
4926 NODE 34c8da0d58fe32556b1c3c44637284c_4fbf1f3b7709cda79768f7c0d2235d77
4929 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_34c8da0d58fe32556b1c3c44637284c_4fbf1f3b7709cda79768f7c0d2235d77
4931 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_34c8da0d58fe32556b1c3c44637284c_4fbf1f3b7709cda79768f7c0d2235d77
4936 RULE 291ce9beef952b406a4d9edcac79f490_34c8da0d58fe32556b1c3c44637284c_4fbf1f3b7709cda79768f7c0d2235d77_e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77
4940 NODE e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77
4943 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77
4946 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77
4948 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77
4953 RULE 82b79a931ab623dfc71ee41713422d62_e521c0be2978c904a1b8d5b4e80797a9_4fbf1f3b7709cda79768f7c0d2235d77_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4956 NODE a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4959 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4962 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4964 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4967 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77
4972 RULE 4b74905c7ba10fc34356bd0623ddc3d1_a8123aa8ac90a8db8478e687ae55507b_4fbf1f3b7709cda79768f7c0d2235d77_9b4c06ba796f522e113dae1401bdffdf_4fbf1f3b7709cda79768f7c0d2235d77
4975 NODE 9b4c06ba796f522e113dae1401bdffdf_4fbf1f3b7709cda79768f7c0d2235d77
4978 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_9b4c06ba796f522e113dae1401bdffdf_4fbf1f3b7709cda79768f7c0d2235d77
4980 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_9b4c06ba796f522e113dae1401bdffdf_4fbf1f3b7709cda79768f7c0d2235d77
4985 RULE 770d0992f983ca9c1371665c9fd772f6_9b4c06ba796f522e113dae1401bdffdf_4fbf1f3b7709cda79768f7c0d2235d77_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
4989 NODE cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
4992 RULEATTEMPT 3a13d82d3b78e99607e3009e791648a_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
4994 RULEATTEMPT 574fefe39144d7b36989c34dd587c21e_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
4997 RULEATTEMPT ea1743c54d66c424cc4828892a679a45_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
4999 RULEATTEMPT af5d713042e4a119a027af48fea635b5_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
5002 RULEATTEMPT 6a058841ed4bb60873d493c58cf5bdd4_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
5004 RULEATTEMPT af5d713042e4a119a027af48fea635b5_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77
5009 RULE af5d713042e4a119a027af48fea635b5_cd239894c7e4e14725dbc5f9814b9e5c_4fbf1f3b7709cda79768f7c0d2235d77_ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77
5013 NODE ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77
5017 RULEATTEMPT 52f89835c9c3b150fbbe1113f1c086af_ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77
5019 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77
5023 RULEATTEMPT 52f89835c9c3b150fbbe1113f1c086af_ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77
5036 RULE 52f89835c9c3b150fbbe1113f1c086af_ad131a425bd5b88cf554a97df2377338_4fbf1f3b7709cda79768f7c0d2235d77_4cce2770e439323806578b439d897a7a_4fbf1f3b7709cda79768f7c0d2235d77
5040 NODE 4cce2770e439323806578b439d897a7a_4fbf1f3b7709cda79768f7c0d2235d77
5043 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_4cce2770e439323806578b439d897a7a_4fbf1f3b7709cda79768f7c0d2235d77
5045 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_4cce2770e439323806578b439d897a7a_4fbf1f3b7709cda79768f7c0d2235d77
5050 RULE 7967e33c9f0e16c69b28583f66b0bf4a_4cce2770e439323806578b439d897a7a_4fbf1f3b7709cda79768f7c0d2235d77_143b876858ba5826b9af2b6a0f917b20_4fbf1f3b7709cda79768f7c0d2235d77
5054 NODE 143b876858ba5826b9af2b6a0f917b20_4fbf1f3b7709cda79768f7c0d2235d77
5057 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_143b876858ba5826b9af2b6a0f917b20_4fbf1f3b7709cda79768f7c0d2235d77
5059 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_143b876858ba5826b9af2b6a0f917b20_4fbf1f3b7709cda79768f7c0d2235d77
5064 RULE 9461a3a129367c3823560d3ade70f976_143b876858ba5826b9af2b6a0f917b20_4fbf1f3b7709cda79768f7c0d2235d77_953ec0494219157b462bf2ec8864aa43_4fbf1f3b7709cda79768f7c0d2235d77
5070 Z3QUERY ec42b3398c1a43dfdf9e559554720838
5079 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5084 SRULE b0423371014640855295edf04998830c_953ec0494219157b462bf2ec8864aa43_4fbf1f3b7709cda79768f7c0d2235d77_4fb6afcd3c90b1ecc6ac3297b0acfba0_4fbf1f3b7709cda79768f7c0d2235d77
5091 Z3QUERY 1c37f00a0378c9f2cf71451de24c71d3
5099 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5104 SRULE d963a5f1675c7983986cfcbd43c5a6a8_4fb6afcd3c90b1ecc6ac3297b0acfba0_4fbf1f3b7709cda79768f7c0d2235d77_aee64d65b03e699dcf9719b8e8a438e8_4fbf1f3b7709cda79768f7c0d2235d77
5108 NODE aee64d65b03e699dcf9719b8e8a438e8_4fbf1f3b7709cda79768f7c0d2235d77
5111 RULEATTEMPT 347c0fac00369a685880c416ebf5dda4_aee64d65b03e699dcf9719b8e8a438e8_4fbf1f3b7709cda79768f7c0d2235d77
5114 RULEATTEMPT 347c0fac00369a685880c416ebf5dda4_aee64d65b03e699dcf9719b8e8a438e8_4fbf1f3b7709cda79768f7c0d2235d77
5119 RULE 347c0fac00369a685880c416ebf5dda4_aee64d65b03e699dcf9719b8e8a438e8_4fbf1f3b7709cda79768f7c0d2235d77_99c4ec2b64900c9a9647f09077afaad5_4fbf1f3b7709cda79768f7c0d2235d77
5122 IMPLICATION 4fbf1f3b7709cda79768f7c0d2235d77_e5ced919633e11b0904f199d83f08da8
5128 Z3QUERY 12690481cfe5be6ff1303a4f8d97823b
5136 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5142 SRULE b00d89a63ee7918d6dfd602651f2f925_99c4ec2b64900c9a9647f09077afaad5_4fbf1f3b7709cda79768f7c0d2235d77_d02c7a41f4a182dfd796b043a49d7440_4fbf1f3b7709cda79768f7c0d2235d77
5146 NODE d02c7a41f4a182dfd796b043a49d7440_4fbf1f3b7709cda79768f7c0d2235d77
5149 RULEATTEMPT a24d2aab82c6a208b8132e2448cdb1c6_d02c7a41f4a182dfd796b043a49d7440_4fbf1f3b7709cda79768f7c0d2235d77
5152 RULEATTEMPT a24d2aab82c6a208b8132e2448cdb1c6_d02c7a41f4a182dfd796b043a49d7440_4fbf1f3b7709cda79768f7c0d2235d77
5157 RULE a24d2aab82c6a208b8132e2448cdb1c6_d02c7a41f4a182dfd796b043a49d7440_4fbf1f3b7709cda79768f7c0d2235d77_39e8d15003e893aa2dc9d3c41a1da6e6_4fbf1f3b7709cda79768f7c0d2235d77
5161 NODE 39e8d15003e893aa2dc9d3c41a1da6e6_4fbf1f3b7709cda79768f7c0d2235d77
5164 RULEATTEMPT b4c2b7c2866edc0dddc43f3f1759b197_39e8d15003e893aa2dc9d3c41a1da6e6_4fbf1f3b7709cda79768f7c0d2235d77
5167 RULEATTEMPT b4c2b7c2866edc0dddc43f3f1759b197_39e8d15003e893aa2dc9d3c41a1da6e6_4fbf1f3b7709cda79768f7c0d2235d77
5172 RULE b4c2b7c2866edc0dddc43f3f1759b197_39e8d15003e893aa2dc9d3c41a1da6e6_4fbf1f3b7709cda79768f7c0d2235d77_f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77
5176 NODE f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77
5179 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77
5181 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77
5184 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77
5189 RULE d70c29635e7b8c5d8f8eb28e12504afe_f73f973c262414ef2beb91c8e8192e58_4fbf1f3b7709cda79768f7c0d2235d77_e0d8e171463c6583742b4063e4a6c36a_4fbf1f3b7709cda79768f7c0d2235d77
5193 NODE e0d8e171463c6583742b4063e4a6c36a_4fbf1f3b7709cda79768f7c0d2235d77
5196 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_e0d8e171463c6583742b4063e4a6c36a_4fbf1f3b7709cda79768f7c0d2235d77
5198 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_e0d8e171463c6583742b4063e4a6c36a_4fbf1f3b7709cda79768f7c0d2235d77
5203 RULE 291ce9beef952b406a4d9edcac79f490_e0d8e171463c6583742b4063e4a6c36a_4fbf1f3b7709cda79768f7c0d2235d77_50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77
5207 NODE 50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77
5209 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77
5212 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77
5215 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77
5220 RULE 82b79a931ab623dfc71ee41713422d62_50da07563045972c2565707c92082009_4fbf1f3b7709cda79768f7c0d2235d77_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5223 NODE 293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5226 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5229 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5231 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5234 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77
5239 RULE 4b74905c7ba10fc34356bd0623ddc3d1_293808272e5b11bbac61d7f839f2ba18_4fbf1f3b7709cda79768f7c0d2235d77_692ce795a1c7f40f01b217f806bc3931_4fbf1f3b7709cda79768f7c0d2235d77
5242 NODE 692ce795a1c7f40f01b217f806bc3931_4fbf1f3b7709cda79768f7c0d2235d77
5245 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_692ce795a1c7f40f01b217f806bc3931_4fbf1f3b7709cda79768f7c0d2235d77
5248 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_692ce795a1c7f40f01b217f806bc3931_4fbf1f3b7709cda79768f7c0d2235d77
5252 RULE 770d0992f983ca9c1371665c9fd772f6_692ce795a1c7f40f01b217f806bc3931_4fbf1f3b7709cda79768f7c0d2235d77_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5256 NODE 7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5259 RULEATTEMPT 574fefe39144d7b36989c34dd587c21e_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5262 RULEATTEMPT ea1743c54d66c424cc4828892a679a45_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5264 RULEATTEMPT af5d713042e4a119a027af48fea635b5_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5267 RULEATTEMPT 6a058841ed4bb60873d493c58cf5bdd4_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5270 RULEATTEMPT af5d713042e4a119a027af48fea635b5_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77
5275 RULE af5d713042e4a119a027af48fea635b5_7db6ba35c96cb857701b98bba54acab9_4fbf1f3b7709cda79768f7c0d2235d77_9a08c071e257985bab6c1225e258870f_4fbf1f3b7709cda79768f7c0d2235d77
5278 NODE 9a08c071e257985bab6c1225e258870f_4fbf1f3b7709cda79768f7c0d2235d77
5281 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_9a08c071e257985bab6c1225e258870f_4fbf1f3b7709cda79768f7c0d2235d77
5283 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_9a08c071e257985bab6c1225e258870f_4fbf1f3b7709cda79768f7c0d2235d77
5288 RULE 7967e33c9f0e16c69b28583f66b0bf4a_9a08c071e257985bab6c1225e258870f_4fbf1f3b7709cda79768f7c0d2235d77_bbe054d67fde285baab03a9ac1533481_4fbf1f3b7709cda79768f7c0d2235d77
5292 NODE bbe054d67fde285baab03a9ac1533481_4fbf1f3b7709cda79768f7c0d2235d77
5294 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_bbe054d67fde285baab03a9ac1533481_4fbf1f3b7709cda79768f7c0d2235d77
5309 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_bbe054d67fde285baab03a9ac1533481_4fbf1f3b7709cda79768f7c0d2235d77
5315 RULE 9461a3a129367c3823560d3ade70f976_bbe054d67fde285baab03a9ac1533481_4fbf1f3b7709cda79768f7c0d2235d77_67f470759c0cb6fb4134ebf887b590ac_4fbf1f3b7709cda79768f7c0d2235d77
5321 Z3QUERY cca72b0afb079f20e4b89cb1b8104f10
5330 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5336 SRULE b0423371014640855295edf04998830c_67f470759c0cb6fb4134ebf887b590ac_4fbf1f3b7709cda79768f7c0d2235d77_be26c3f9678727eafe3c89c1003d0713_4fbf1f3b7709cda79768f7c0d2235d77
5343 Z3QUERY bc90074eb617e5e9bea64176634dd8b9
5352 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5358 SRULE d963a5f1675c7983986cfcbd43c5a6a8_be26c3f9678727eafe3c89c1003d0713_4fbf1f3b7709cda79768f7c0d2235d77_d22283c9120d41a017bd414c0b3c7e1f_4fbf1f3b7709cda79768f7c0d2235d77
5362 NODE d22283c9120d41a017bd414c0b3c7e1f_4fbf1f3b7709cda79768f7c0d2235d77
5365 RULEATTEMPT e2a6b201fe0fc266a58117f3bdb6af92_d22283c9120d41a017bd414c0b3c7e1f_4fbf1f3b7709cda79768f7c0d2235d77
5368 RULEATTEMPT e2a6b201fe0fc266a58117f3bdb6af92_d22283c9120d41a017bd414c0b3c7e1f_4fbf1f3b7709cda79768f7c0d2235d77
5373 RULE e2a6b201fe0fc266a58117f3bdb6af92_d22283c9120d41a017bd414c0b3c7e1f_4fbf1f3b7709cda79768f7c0d2235d77_42dd0eef46de4a91155e859b66bcb99c_4fbf1f3b7709cda79768f7c0d2235d77
5376 IMPLICATION 4fbf1f3b7709cda79768f7c0d2235d77_69ee204525e19a56a014005632801713
5381 Z3QUERY 8ddb5d7bdb615a1d93c0d6b14ec3fe52
5390 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
5395 SRULE b00d89a63ee7918d6dfd602651f2f925_42dd0eef46de4a91155e859b66bcb99c_4fbf1f3b7709cda79768f7c0d2235d77_794e1e1f5166f60415805635b4535a7e_4fbf1f3b7709cda79768f7c0d2235d77
5398 NODE 794e1e1f5166f60415805635b4535a7e_4fbf1f3b7709cda79768f7c0d2235d77
5401 RULEATTEMPT d9c607cd8dcffa1c1e48e94a7002b938_794e1e1f5166f60415805635b4535a7e_4fbf1f3b7709cda79768f7c0d2235d77
5404 RULEATTEMPT d9c607cd8dcffa1c1e48e94a7002b938_794e1e1f5166f60415805635b4535a7e_4fbf1f3b7709cda79768f7c0d2235d77
5409 RULE d9c607cd8dcffa1c1e48e94a7002b938_794e1e1f5166f60415805635b4535a7e_4fbf1f3b7709cda79768f7c0d2235d77_f6bcccb61ff115e3096521ac33beb0d5_4fbf1f3b7709cda79768f7c0d2235d77
5412 NODE f6bcccb61ff115e3096521ac33beb0d5_4fbf1f3b7709cda79768f7c0d2235d77
5415 RULEATTEMPT b4c2b7c2866edc0dddc43f3f1759b197_f6bcccb61ff115e3096521ac33beb0d5_4fbf1f3b7709cda79768f7c0d2235d77
5418 RULEATTEMPT b4c2b7c2866edc0dddc43f3f1759b197_f6bcccb61ff115e3096521ac33beb0d5_4fbf1f3b7709cda79768f7c0d2235d77
5423 RULE b4c2b7c2866edc0dddc43f3f1759b197_f6bcccb61ff115e3096521ac33beb0d5_4fbf1f3b7709cda79768f7c0d2235d77_30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77
5426 NODE 30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77
5429 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77
5431 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77
5434 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77
5440 RULE d70c29635e7b8c5d8f8eb28e12504afe_30dc8ff6673031fb9fdde2849cf4a54f_4fbf1f3b7709cda79768f7c0d2235d77_6c0805593ab89a5ab133de0b5d6e955c_4fbf1f3b7709cda79768f7c0d2235d77
5443 NODE 6c0805593ab89a5ab133de0b5d6e955c_4fbf1f3b7709cda79768f7c0d2235d77
5446 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_6c0805593ab89a5ab133de0b5d6e955c_4fbf1f3b7709cda79768f7c0d2235d77
5448 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_6c0805593ab89a5ab133de0b5d6e955c_4fbf1f3b7709cda79768f7c0d2235d77
5453 RULE 291ce9beef952b406a4d9edcac79f490_6c0805593ab89a5ab133de0b5d6e955c_4fbf1f3b7709cda79768f7c0d2235d77_9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77
5457 NODE 9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77
5459 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77
5462 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77
5465 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77
5469 RULE 82b79a931ab623dfc71ee41713422d62_9e895399f554978349b0bfe547b5b584_4fbf1f3b7709cda79768f7c0d2235d77_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5473 NODE 2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5475 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5478 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5481 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5483 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77
5488 RULE 4b74905c7ba10fc34356bd0623ddc3d1_2619971454ac8fcd1d95b8a502e2a5a3_4fbf1f3b7709cda79768f7c0d2235d77_506522ac280b38a8607cf739e4c7da69_4fbf1f3b7709cda79768f7c0d2235d77
5492 NODE 506522ac280b38a8607cf739e4c7da69_4fbf1f3b7709cda79768f7c0d2235d77
5494 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_506522ac280b38a8607cf739e4c7da69_4fbf1f3b7709cda79768f7c0d2235d77
5497 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_506522ac280b38a8607cf739e4c7da69_4fbf1f3b7709cda79768f7c0d2235d77
5502 RULE 770d0992f983ca9c1371665c9fd772f6_506522ac280b38a8607cf739e4c7da69_4fbf1f3b7709cda79768f7c0d2235d77_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5505 NODE 34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5508 RULEATTEMPT 3a13d82d3b78e99607e3009e791648a_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5511 RULEATTEMPT 574fefe39144d7b36989c34dd587c21e_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5513 RULEATTEMPT ea1743c54d66c424cc4828892a679a45_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5516 RULEATTEMPT af5d713042e4a119a027af48fea635b5_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5519 RULEATTEMPT 6a058841ed4bb60873d493c58cf5bdd4_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5521 RULEATTEMPT af5d713042e4a119a027af48fea635b5_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77
5526 RULE af5d713042e4a119a027af48fea635b5_34d17eb891892326dcd9c7bbcfb4153e_4fbf1f3b7709cda79768f7c0d2235d77_ba194870f252332dca5f9b9f8aaee081_4fbf1f3b7709cda79768f7c0d2235d77
5530 NODE ba194870f252332dca5f9b9f8aaee081_4fbf1f3b7709cda79768f7c0d2235d77
5533 RULEATTEMPT 52f89835c9c3b150fbbe1113f1c086af_ba194870f252332dca5f9b9f8aaee081_4fbf1f3b7709cda79768f7c0d2235d77
5535 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_ba194870f252332dca5f9b9f8aaee081_4fbf1f3b7709cda79768f7c0d2235d77
5538 RULEATTEMPT 52f89835c9c3b150fbbe1113f1c086af_ba194870f252332dca5f9b9f8aaee081_4fbf1f3b7709cda79768f7c0d2235d77
