0 OPEN 
8372 RULE 52f89835c9c3b150fbbe1113f1c086af_a0fc2e7291a945c260a6619d80384040_4fbf1f3b7709cda79768f7c0d2235d77_99aa629e6bb9ab40c8c64d483ec53667_4fbf1f3b7709cda79768f7c0d2235d77
8375 NODE 99aa629e6bb9ab40c8c64d483ec53667_4fbf1f3b7709cda79768f7c0d2235d77
8377 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_99aa629e6bb9ab40c8c64d483ec53667_4fbf1f3b7709cda79768f7c0d2235d77
8380 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_99aa629e6bb9ab40c8c64d483ec53667_4fbf1f3b7709cda79768f7c0d2235d77
8385 RULE 7967e33c9f0e16c69b28583f66b0bf4a_99aa629e6bb9ab40c8c64d483ec53667_4fbf1f3b7709cda79768f7c0d2235d77_dd66682d7b67d7e88def0c160334c739_4fbf1f3b7709cda79768f7c0d2235d77
8394 NODE dd66682d7b67d7e88def0c160334c739_4fbf1f3b7709cda79768f7c0d2235d77
8397 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_dd66682d7b67d7e88def0c160334c739_4fbf1f3b7709cda79768f7c0d2235d77
8400 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_dd66682d7b67d7e88def0c160334c739_4fbf1f3b7709cda79768f7c0d2235d77
8405 RULE 9461a3a129367c3823560d3ade70f976_dd66682d7b67d7e88def0c160334c739_4fbf1f3b7709cda79768f7c0d2235d77_b1c7e3b9ce6416d48c91c7a2b5f0b749_4fbf1f3b7709cda79768f7c0d2235d77
8411 Z3QUERY 11fe552db7550e981fa32c94419da67f
8419 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8425 SRULE b0423371014640855295edf04998830c_b1c7e3b9ce6416d48c91c7a2b5f0b749_4fbf1f3b7709cda79768f7c0d2235d77_a1d56f83be738c2f94efa1143d787431_4fbf1f3b7709cda79768f7c0d2235d77
8432 Z3QUERY 3c122703cb63b3cef47670100485b0ae
8440 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8446 SRULE d963a5f1675c7983986cfcbd43c5a6a8_a1d56f83be738c2f94efa1143d787431_4fbf1f3b7709cda79768f7c0d2235d77_ae7a00dd56a61ec70657b8f1de661021_4fbf1f3b7709cda79768f7c0d2235d77
8449 NODE ae7a00dd56a61ec70657b8f1de661021_4fbf1f3b7709cda79768f7c0d2235d77
8452 RULEATTEMPT 3ed1d4f38559afe277c23cbcc2e0ace9_ae7a00dd56a61ec70657b8f1de661021_4fbf1f3b7709cda79768f7c0d2235d77
8455 RULEATTEMPT 3ed1d4f38559afe277c23cbcc2e0ace9_ae7a00dd56a61ec70657b8f1de661021_4fbf1f3b7709cda79768f7c0d2235d77
8460 RULE 3ed1d4f38559afe277c23cbcc2e0ace9_ae7a00dd56a61ec70657b8f1de661021_4fbf1f3b7709cda79768f7c0d2235d77_ee216a6af98a7cfd0858cba23dbe321d_4fbf1f3b7709cda79768f7c0d2235d77
8463 IMPLICATION 4fbf1f3b7709cda79768f7c0d2235d77_62a52ec9e267a188457ffcdcb8dfc1b2
8468 Z3QUERY 99d3ef25be42691f14ae488037e0ac42
8477 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8482 SRULE b00d89a63ee7918d6dfd602651f2f925_ee216a6af98a7cfd0858cba23dbe321d_4fbf1f3b7709cda79768f7c0d2235d77_23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77
8486 NODE 23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77
8489 RULEATTEMPT 9b49ef1b4966d820c18605e269a05338_23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77
8491 RULEATTEMPT 77b9e10fb1d647498565a1d33c02bd30_23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77
8494 RULEATTEMPT 9b49ef1b4966d820c18605e269a05338_23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77
8499 RULE 9b49ef1b4966d820c18605e269a05338_23ff7835cb00ebbf56dc9e71a34e4384_4fbf1f3b7709cda79768f7c0d2235d77_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8502 NODE ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8505 RULEATTEMPT eba1f88cc2d2593884fd5b64c08fd33c_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8508 RULEATTEMPT 6b202e218923bd0c42ea6c1de7de688f_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8511 RULEATTEMPT 8b70c441e398665d8b424ad5a6e1c84d_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8513 RULEATTEMPT 6b202e218923bd0c42ea6c1de7de688f_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77
8519 RULE 6b202e218923bd0c42ea6c1de7de688f_ede3170bd498932ffbdc9f92fdd172e7_4fbf1f3b7709cda79768f7c0d2235d77_efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77
8522 NODE efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77
8525 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77
8527 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77
8530 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77
8535 RULE 916242db9e74b99a3c72602f1b27dde7_efe60ac80598f5f2316d7f5238eec096_4fbf1f3b7709cda79768f7c0d2235d77_ae7463a1af769604a43bb1fc82659d86_4fbf1f3b7709cda79768f7c0d2235d77
8538 NODE ae7463a1af769604a43bb1fc82659d86_4fbf1f3b7709cda79768f7c0d2235d77
8541 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_ae7463a1af769604a43bb1fc82659d86_4fbf1f3b7709cda79768f7c0d2235d77
8543 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_ae7463a1af769604a43bb1fc82659d86_4fbf1f3b7709cda79768f7c0d2235d77
8548 RULE 291ce9beef952b406a4d9edcac79f490_ae7463a1af769604a43bb1fc82659d86_4fbf1f3b7709cda79768f7c0d2235d77_3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77
8551 NODE 3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77
8554 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77
8557 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77
8559 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77
8564 RULE 82b79a931ab623dfc71ee41713422d62_3dc2ad3693fb197c972ee69916909318_4fbf1f3b7709cda79768f7c0d2235d77_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8567 NODE 2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8570 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8573 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8576 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8578 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77
8583 RULE 4b74905c7ba10fc34356bd0623ddc3d1_2f327c484020bfe8d090dcf5a15be590_4fbf1f3b7709cda79768f7c0d2235d77_81843bf8c349d7bedf71e647c132f862_4fbf1f3b7709cda79768f7c0d2235d77
8586 NODE 81843bf8c349d7bedf71e647c132f862_4fbf1f3b7709cda79768f7c0d2235d77
8589 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_81843bf8c349d7bedf71e647c132f862_4fbf1f3b7709cda79768f7c0d2235d77
8592 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_81843bf8c349d7bedf71e647c132f862_4fbf1f3b7709cda79768f7c0d2235d77
8597 RULE 770d0992f983ca9c1371665c9fd772f6_81843bf8c349d7bedf71e647c132f862_4fbf1f3b7709cda79768f7c0d2235d77_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8600 NODE d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8603 RULEATTEMPT 3a13d82d3b78e99607e3009e791648a_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8606 RULEATTEMPT 574fefe39144d7b36989c34dd587c21e_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8608 RULEATTEMPT ea1743c54d66c424cc4828892a679a45_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8611 RULEATTEMPT af5d713042e4a119a027af48fea635b5_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8613 RULEATTEMPT 6a058841ed4bb60873d493c58cf5bdd4_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8616 RULEATTEMPT af5d713042e4a119a027af48fea635b5_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77
8621 RULE af5d713042e4a119a027af48fea635b5_d3d3617a77f305186f93cd8bdea44f47_4fbf1f3b7709cda79768f7c0d2235d77_a284b71e1cdc74e37c63b8a11e9992df_4fbf1f3b7709cda79768f7c0d2235d77
8624 NODE a284b71e1cdc74e37c63b8a11e9992df_4fbf1f3b7709cda79768f7c0d2235d77
8627 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_a284b71e1cdc74e37c63b8a11e9992df_4fbf1f3b7709cda79768f7c0d2235d77
8629 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_a284b71e1cdc74e37c63b8a11e9992df_4fbf1f3b7709cda79768f7c0d2235d77
8634 RULE 7967e33c9f0e16c69b28583f66b0bf4a_a284b71e1cdc74e37c63b8a11e9992df_4fbf1f3b7709cda79768f7c0d2235d77_177011cc28577b559ec322f2a7b87708_4fbf1f3b7709cda79768f7c0d2235d77
8637 NODE 177011cc28577b559ec322f2a7b87708_4fbf1f3b7709cda79768f7c0d2235d77
8640 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_177011cc28577b559ec322f2a7b87708_4fbf1f3b7709cda79768f7c0d2235d77
8643 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_177011cc28577b559ec322f2a7b87708_4fbf1f3b7709cda79768f7c0d2235d77
8647 RULE 9461a3a129367c3823560d3ade70f976_177011cc28577b559ec322f2a7b87708_4fbf1f3b7709cda79768f7c0d2235d77_42aaef7fd29e6d715d823ef86b3e3284_4fbf1f3b7709cda79768f7c0d2235d77
8653 Z3QUERY 640d381b9b95bd3cdfda87e6171a85e
8661 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8666 SRULE b0423371014640855295edf04998830c_42aaef7fd29e6d715d823ef86b3e3284_4fbf1f3b7709cda79768f7c0d2235d77_b69b4bbdaf2c48d7bfbe1e3ad78ebbba_4fbf1f3b7709cda79768f7c0d2235d77
8673 Z3QUERY fa537f3c2e8d99040843ac9a6f7423ef
8682 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8687 SRULE d963a5f1675c7983986cfcbd43c5a6a8_b69b4bbdaf2c48d7bfbe1e3ad78ebbba_4fbf1f3b7709cda79768f7c0d2235d77_d761345ca20b1d7461c1bb9e5e628652_4fbf1f3b7709cda79768f7c0d2235d77
8691 NODE d761345ca20b1d7461c1bb9e5e628652_4fbf1f3b7709cda79768f7c0d2235d77
8693 RULEATTEMPT 7dd2fb4b30aa3b45dc3244aaccaaff48_d761345ca20b1d7461c1bb9e5e628652_4fbf1f3b7709cda79768f7c0d2235d77
8696 RULEATTEMPT 7dd2fb4b30aa3b45dc3244aaccaaff48_d761345ca20b1d7461c1bb9e5e628652_4fbf1f3b7709cda79768f7c0d2235d77
8701 RULE 7dd2fb4b30aa3b45dc3244aaccaaff48_d761345ca20b1d7461c1bb9e5e628652_4fbf1f3b7709cda79768f7c0d2235d77_95ce60b12017e1cdf38aa1fa33ad8ec4_4fbf1f3b7709cda79768f7c0d2235d77
8704 IMPLICATION 4fbf1f3b7709cda79768f7c0d2235d77_79959b56ebf8fb1027aa985dd6be3bb6
8709 Z3QUERY 13c9d795246da05a0a01140e6ff6dabb
8718 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8723 SRULE b00d89a63ee7918d6dfd602651f2f925_95ce60b12017e1cdf38aa1fa33ad8ec4_4fbf1f3b7709cda79768f7c0d2235d77_15e060ba00adaa46b6b736ec5a0b8a55_4fbf1f3b7709cda79768f7c0d2235d77
8727 NODE 15e060ba00adaa46b6b736ec5a0b8a55_4fbf1f3b7709cda79768f7c0d2235d77
8730 RULEATTEMPT a576e2ebdee65c165519f4ee4a33c1fd_15e060ba00adaa46b6b736ec5a0b8a55_4fbf1f3b7709cda79768f7c0d2235d77
8732 RULEATTEMPT a576e2ebdee65c165519f4ee4a33c1fd_15e060ba00adaa46b6b736ec5a0b8a55_4fbf1f3b7709cda79768f7c0d2235d77
8743 RULE a576e2ebdee65c165519f4ee4a33c1fd_15e060ba00adaa46b6b736ec5a0b8a55_4fbf1f3b7709cda79768f7c0d2235d77_c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77
8746 NODE c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77
8749 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77
8752 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77
8755 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77
8760 RULE d70c29635e7b8c5d8f8eb28e12504afe_c2bfd9f5bea55d34c7e28c338f4ff730_4fbf1f3b7709cda79768f7c0d2235d77_74c11b82618b6c1f4b161934c66ea5dc_4fbf1f3b7709cda79768f7c0d2235d77
8764 NODE 74c11b82618b6c1f4b161934c66ea5dc_4fbf1f3b7709cda79768f7c0d2235d77
8767 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_74c11b82618b6c1f4b161934c66ea5dc_4fbf1f3b7709cda79768f7c0d2235d77
8770 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_74c11b82618b6c1f4b161934c66ea5dc_4fbf1f3b7709cda79768f7c0d2235d77
8775 RULE 291ce9beef952b406a4d9edcac79f490_74c11b82618b6c1f4b161934c66ea5dc_4fbf1f3b7709cda79768f7c0d2235d77_27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77
8778 NODE 27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77
8781 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77
8784 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77
8787 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77
8792 RULE 82b79a931ab623dfc71ee41713422d62_27d60b45b1868ed541248900ea6b83e8_4fbf1f3b7709cda79768f7c0d2235d77_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8795 NODE b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8798 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8801 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8804 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8806 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77
8812 RULE 4b74905c7ba10fc34356bd0623ddc3d1_b8a606e3c8eae43404aa72af905ed31d_4fbf1f3b7709cda79768f7c0d2235d77_db8eb80607c38eecd330313f1b4ebe43_4fbf1f3b7709cda79768f7c0d2235d77
8815 NODE db8eb80607c38eecd330313f1b4ebe43_4fbf1f3b7709cda79768f7c0d2235d77
8818 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_db8eb80607c38eecd330313f1b4ebe43_4fbf1f3b7709cda79768f7c0d2235d77
8820 RULEATTEMPT 770d0992f983ca9c1371665c9fd772f6_db8eb80607c38eecd330313f1b4ebe43_4fbf1f3b7709cda79768f7c0d2235d77
8825 RULE 770d0992f983ca9c1371665c9fd772f6_db8eb80607c38eecd330313f1b4ebe43_4fbf1f3b7709cda79768f7c0d2235d77_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8829 NODE 3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8832 RULEATTEMPT 3a13d82d3b78e99607e3009e791648a_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8835 RULEATTEMPT 574fefe39144d7b36989c34dd587c21e_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8837 RULEATTEMPT ea1743c54d66c424cc4828892a679a45_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8840 RULEATTEMPT af5d713042e4a119a027af48fea635b5_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8842 RULEATTEMPT 6a058841ed4bb60873d493c58cf5bdd4_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8845 RULEATTEMPT af5d713042e4a119a027af48fea635b5_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77
8849 RULE af5d713042e4a119a027af48fea635b5_3cc42afeabeadd45bbb77046b0faa9f2_4fbf1f3b7709cda79768f7c0d2235d77_db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77
8853 NODE db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77
8856 RULEATTEMPT d13545c7dbf3a2768b4fdb3ff58c4ce_db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77
8858 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77
8861 RULEATTEMPT d13545c7dbf3a2768b4fdb3ff58c4ce_db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77
8866 RULE d13545c7dbf3a2768b4fdb3ff58c4ce_db37f129bed35954e8d53e5c2de3caf1_4fbf1f3b7709cda79768f7c0d2235d77_b807e0543c22330b4222e9092c84e9c8_4fbf1f3b7709cda79768f7c0d2235d77
8869 NODE b807e0543c22330b4222e9092c84e9c8_4fbf1f3b7709cda79768f7c0d2235d77
8872 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_b807e0543c22330b4222e9092c84e9c8_4fbf1f3b7709cda79768f7c0d2235d77
8875 RULEATTEMPT 7967e33c9f0e16c69b28583f66b0bf4a_b807e0543c22330b4222e9092c84e9c8_4fbf1f3b7709cda79768f7c0d2235d77
8880 RULE 7967e33c9f0e16c69b28583f66b0bf4a_b807e0543c22330b4222e9092c84e9c8_4fbf1f3b7709cda79768f7c0d2235d77_acfc59ad523066330c9fa53239e70152_4fbf1f3b7709cda79768f7c0d2235d77
8883 NODE acfc59ad523066330c9fa53239e70152_4fbf1f3b7709cda79768f7c0d2235d77
8885 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_acfc59ad523066330c9fa53239e70152_4fbf1f3b7709cda79768f7c0d2235d77
8888 RULEATTEMPT 9461a3a129367c3823560d3ade70f976_acfc59ad523066330c9fa53239e70152_4fbf1f3b7709cda79768f7c0d2235d77
8893 RULE 9461a3a129367c3823560d3ade70f976_acfc59ad523066330c9fa53239e70152_4fbf1f3b7709cda79768f7c0d2235d77_767e7e78caae46b8d65efde5411c1066_4fbf1f3b7709cda79768f7c0d2235d77
8899 Z3QUERY c7d63b52c779a405cab96ee1283aedac
8907 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8913 SRULE b0423371014640855295edf04998830c_767e7e78caae46b8d65efde5411c1066_4fbf1f3b7709cda79768f7c0d2235d77_a9139ad77cff39b3434b9b62d3fe90e3_4fbf1f3b7709cda79768f7c0d2235d77
8919 Z3QUERY 1e5ea9cf68f808c36fd13155429bc733
8928 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8934 SRULE d963a5f1675c7983986cfcbd43c5a6a8_a9139ad77cff39b3434b9b62d3fe90e3_4fbf1f3b7709cda79768f7c0d2235d77_7ded77ebddbb7c5734a34bc64e189b2e_4fbf1f3b7709cda79768f7c0d2235d77
8938 NODE 7ded77ebddbb7c5734a34bc64e189b2e_4fbf1f3b7709cda79768f7c0d2235d77
8940 RULEATTEMPT 230984364e1d82cdabca3c5a466c9094_7ded77ebddbb7c5734a34bc64e189b2e_4fbf1f3b7709cda79768f7c0d2235d77
8943 RULEATTEMPT 230984364e1d82cdabca3c5a466c9094_7ded77ebddbb7c5734a34bc64e189b2e_4fbf1f3b7709cda79768f7c0d2235d77
8948 RULE 230984364e1d82cdabca3c5a466c9094_7ded77ebddbb7c5734a34bc64e189b2e_4fbf1f3b7709cda79768f7c0d2235d77_5682e21017261af8c7d8d8b91d579a5e_4fbf1f3b7709cda79768f7c0d2235d77
8951 IMPLICATION 4fbf1f3b7709cda79768f7c0d2235d77_7a140441989c7dc7c4cd0809e2d54406
8957 Z3QUERY 8023c5e197e1db44bc4dfc9434640c0c
8966 Z3RESULT 45cec7a8980d692f6f476a7f4180b15a
8972 SRULE b00d89a63ee7918d6dfd602651f2f925_5682e21017261af8c7d8d8b91d579a5e_4fbf1f3b7709cda79768f7c0d2235d77_6d0003d89b45688acd11526ad25203f9_4fbf1f3b7709cda79768f7c0d2235d77
8976 NODE 6d0003d89b45688acd11526ad25203f9_4fbf1f3b7709cda79768f7c0d2235d77
8979 RULEATTEMPT c48a389c84112334eb21791a18148c8_6d0003d89b45688acd11526ad25203f9_4fbf1f3b7709cda79768f7c0d2235d77
8982 RULEATTEMPT c48a389c84112334eb21791a18148c8_6d0003d89b45688acd11526ad25203f9_4fbf1f3b7709cda79768f7c0d2235d77
8987 RULE c48a389c84112334eb21791a18148c8_6d0003d89b45688acd11526ad25203f9_4fbf1f3b7709cda79768f7c0d2235d77_3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77
8991 NODE 3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77
8994 RULEATTEMPT 916242db9e74b99a3c72602f1b27dde7_3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77
8996 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77
8999 RULEATTEMPT d70c29635e7b8c5d8f8eb28e12504afe_3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77
9004 RULE d70c29635e7b8c5d8f8eb28e12504afe_3057a0114451145c35612b65f9a21278_4fbf1f3b7709cda79768f7c0d2235d77_e9b35bee88658bc4cd8776f5a138f8d7_4fbf1f3b7709cda79768f7c0d2235d77
9008 NODE e9b35bee88658bc4cd8776f5a138f8d7_4fbf1f3b7709cda79768f7c0d2235d77
9011 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_e9b35bee88658bc4cd8776f5a138f8d7_4fbf1f3b7709cda79768f7c0d2235d77
9013 RULEATTEMPT 291ce9beef952b406a4d9edcac79f490_e9b35bee88658bc4cd8776f5a138f8d7_4fbf1f3b7709cda79768f7c0d2235d77
9018 RULE 291ce9beef952b406a4d9edcac79f490_e9b35bee88658bc4cd8776f5a138f8d7_4fbf1f3b7709cda79768f7c0d2235d77_498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77
9021 NODE 498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77
9024 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77
9027 RULEATTEMPT 4b844012a063e705ad9eb28f3eba64bf_498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77
9030 RULEATTEMPT 82b79a931ab623dfc71ee41713422d62_498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77
9035 RULE 82b79a931ab623dfc71ee41713422d62_498368404b94d9b83000d1e6f5c27ec0_4fbf1f3b7709cda79768f7c0d2235d77_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9038 NODE 94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9041 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9044 RULEATTEMPT 6f880c8b33c88f48a493e070025e3d17_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9046 RULEATTEMPT 7c7ae5fc45bf6fbbad0993ad67638289_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9049 RULEATTEMPT 4b74905c7ba10fc34356bd0623ddc3d1_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77
9054 RULE 4b74905c7ba10fc34356bd0623ddc3d1_94573d20a14e58312444cb68b5c7e39f_4fbf1f3b7709cda79768f7c0d2235d77_b5bf13f419166ebc5565da64001812e0_4fbf1f3b7709cda79768f7c0d2235d77
9067 NODE b5bf13f419166ebc5565da64001812e0_4fbf1f3b7709cda79768f7c0d2235d77
